Restaurant Name,Last_Order,Recency_Days,Frequency,Monetary,Avg_Order_Value,Avg_Rating,R_Score,F_Score,M_Score,RFM_Score,RFM_Code,RFM_Segment
Dessi Cuppa,2025-08-31,1,99,10990.0,111.01010101010101,4.1959595959595966,5,3,2,10,532,Emerging
Kachori King,2025-08-31,1,85,10814.0,127.2235294117647,4.291764705882353,5,3,2,10,532,Emerging
Panna Sweets & Restaurant,2025-08-30,2,110,10811.0,98.28181818181818,4.66,4,4,2,10,442,Loyal Partners
N Chennai Express,2025-08-31,1,82,10795.0,131.64634146341464,4.0963414634146345,5,3,2,10,532,Emerging
Papputt's Valsa Cafe,2025-08-31,1,71,8020.0,112.95774647887323,4.5436619718309865,5,3,2,10,532,Emerging
Snoosh Ice Cream Parlour,2025-08-31,1,75,7556.0,100.74666666666667,4.441333333333334,5,3,2,10,532,Emerging
Sri Sindhu Bhavan,2025-08-31,1,82,7335.0,89.45121951219512,4.386585365853659,5,3,2,10,532,Emerging
Mustard Cafe - Hotel Astoria,2025-08-27,5,83,41660.0,501.9277108433735,4.453012048192772,2,3,4,9,234,Big Spenders
Baba Au Rhum Badem,2025-08-26,6,85,39695.0,467.0,4.442352941176471,2,3,4,9,234,Big Spenders
Costa Coffee,2025-08-21,11,134,38477.68,287.1468656716418,4.402985074626866,1,4,4,9,144,At Risk
"UBQ-Meals,Thalis & Bowls",2025-08-28,4,89,37696.0,423.55056179775283,4.244943820224719,2,3,4,9,234,Big Spenders
The Pizza Project by Oven Story,2025-08-25,7,77,32844.0,426.54545454545456,4.381818181818182,2,3,4,9,234,Big Spenders
Shakti Sweets Since 1966,2025-08-25,7,94,30470.0,324.1489361702128,4.343617021276596,2,3,4,9,234,Big Spenders
Kalash Cloud Kitchen,2025-08-28,4,104,29183.0,280.6057692307692,4.4,2,3,4,9,234,Big Spenders
Zongri Bakery & Cafe,2025-08-27,5,72,27737.0,385.2361111111111,4.409722222222222,2,3,4,9,234,Big Spenders
Jashan Restaurant,2025-08-28,4,93,27713.0,297.98924731182797,4.36236559139785,2,3,4,9,234,Big Spenders
Southern Taste,2025-08-19,13,131,27384.0,209.0381679389313,4.044274809160305,1,4,4,9,144,At Risk
Pyramid,2025-08-29,3,58,27162.0,468.3103448275862,4.362068965517241,3,2,4,9,324,Big Spenders
Mio Amore,2025-08-25,7,89,26009.89,292.24595505617975,4.512359550561798,2,3,4,9,234,Big Spenders
Ooopar Resto,2025-08-26,6,78,25785.0,330.5769230769231,4.338461538461539,2,3,4,9,234,Big Spenders
Gwalia Sweets & Dairy Products,2025-08-28,4,93,25724.0,276.60215053763443,4.383870967741936,2,3,4,9,234,Big Spenders
Ovenly by Khurana's,2025-08-26,6,91,25330.0,278.35164835164835,4.4945054945054945,2,3,4,9,234,Big Spenders
Salad Days,2025-08-28,4,93,25214.0,271.1182795698925,4.566666666666666,2,3,4,9,234,Big Spenders
FIKA,2025-08-26,6,81,24773.0,305.8395061728395,4.419753086419753,2,3,4,9,234,Big Spenders
Winni Cakes & More,2025-08-27,5,89,24672.97,277.2243820224719,4.3382022471910116,2,3,4,9,234,Big Spenders
Pablo's Kitchen,2025-08-27,5,90,24487.0,272.0777777777778,4.355555555555556,2,3,4,9,234,Big Spenders
Deja Vu,2025-08-28,4,90,24299.0,269.9888888888889,4.391111111111112,2,3,4,9,234,Big Spenders
Firangi Bake,2025-08-28,4,70,24139.0,344.84285714285716,4.315714285714286,2,3,4,9,234,Big Spenders
Loyans Bakery & Confectionery,2025-08-25,7,75,24112.0,321.49333333333334,4.492000000000001,2,3,4,9,234,Big Spenders
Grills Cafe,2025-08-28,4,108,23550.0,218.05555555555554,4.326851851851852,2,4,3,9,243,At Risk
Tea Post,2025-08-29,3,101,23124.0,228.95049504950495,4.357425742574257,3,3,3,9,333,Emerging
Pizza Crust,2025-08-27,5,123,22928.0,186.40650406504065,4.234959349593496,2,4,3,9,243,At Risk
Momo Cafe - Courtyard by Marriott,2025-08-29,3,75,22285.0,297.1333333333333,4.4,3,3,3,9,333,Emerging
Amritsari Food Platter,2025-08-25,7,127,21952.0,172.8503937007874,4.127559055118111,2,4,3,9,243,At Risk
Udupi Cafe Bangalore Idli,2025-08-28,4,107,21672.0,202.54205607476635,4.385981308411215,2,4,3,9,243,At Risk
Friends Corner,2025-08-29,3,86,21547.0,250.54651162790697,4.452325581395349,3,3,3,9,333,Emerging
Theth Masala,2025-08-29,3,72,21456.0,298.0,4.445833333333334,3,3,3,9,333,Emerging
I food u,2025-08-27,5,113,20850.0,184.5132743362832,4.371681415929204,2,4,3,9,243,At Risk
Smoke House - Sangaiprou,2025-08-29,3,70,20020.0,286.0,4.331428571428572,3,3,3,9,333,Emerging
Grand Biryani Mahal,2025-08-29,3,94,19676.0,209.31914893617022,4.2042553191489365,3,3,3,9,333,Emerging
Punjabi Rasoi,2025-08-29,3,99,19495.0,196.91919191919192,4.218181818181819,3,3,3,9,333,Emerging
Salam Namaste Hotel & Restaurant,2025-08-28,4,106,19323.0,182.29245283018867,4.4,2,4,3,9,243,At Risk
The Thangapat Restaurant,2025-08-27,5,137,18744.0,136.8175182481752,4.398540145985401,2,4,3,9,243,At Risk
Roll's Hut,2025-08-29,3,99,18720.0,189.0909090909091,4.277777777777778,3,3,3,9,333,Emerging
Wooden Plate,2025-08-30,2,53,18589.0,350.7358490566038,4.692452830188679,4,2,3,9,423,Emerging
Sweet Truth,2025-08-29,3,73,18073.5,247.58219178082192,4.605479452054794,3,3,3,9,333,Emerging
Khuangthali Restaurant,2025-08-26,6,118,17900.0,151.6949152542373,4.366101694915255,2,4,3,9,243,At Risk
Anna (Truly Veg),2025-08-28,4,150,17770.0,118.46666666666667,4.147333333333333,2,4,3,9,243,At Risk
Bawarchi Ac Family Restaurant,2025-08-29,3,78,16193.0,207.60256410256412,4.121794871794871,3,3,3,9,333,Emerging
Dawat-E-Khas Sweets & Snacks,2025-08-29,3,71,16069.0,226.32394366197184,3.8507042253521124,3,3,3,9,333,Emerging
Wow! Kulfi,2025-08-28,4,139,15991.0,115.0431654676259,4.368345323741008,2,4,3,9,243,At Risk
Kaati Zone Rolls & Wraps,2025-08-30,2,58,15957.0,275.12068965517244,4.13448275862069,4,2,3,9,423,Emerging
Suruchi,2025-08-27,5,115,15924.0,138.4695652173913,4.358260869565218,2,4,3,9,243,At Risk
Kumar'S Sweet Shop (Jakhan),2025-08-28,4,113,15217.0,134.6637168141593,4.1946902654867255,2,4,3,9,243,At Risk
Sunny's Restaurant - Keishampat,2025-08-29,3,80,14740.0,184.25,4.3950000000000005,3,3,3,9,333,Emerging
One Bite New,2025-08-30,2,63,14632.0,232.25396825396825,4.401587301587302,4,2,3,9,423,Emerging
Rasoi Restaurant,2025-08-29,3,68,14514.0,213.44117647058823,4.386764705882353,3,3,3,9,333,Emerging
Black Box Cafe,2025-08-29,3,101,13907.0,137.69306930693068,4.4,3,3,3,9,333,Emerging
The Sweet Cafe,2025-08-29,3,78,13770.0,176.53846153846155,4.4,3,3,3,9,333,Emerging
A Cheesy Sandwich,2025-08-27,5,116,13686.0,117.98275862068965,4.410344827586207,2,4,3,9,243,At Risk
Cakes By Flower Aura,2025-08-31,1,23,13624.0,592.3478260869565,4.330434782608696,5,1,3,9,513,Emerging
Minus 30,2025-08-30,2,66,13533.98,205.06030303030303,4.586363636363636,4,2,3,9,423,Emerging
Treat,2025-08-31,1,64,13335.0,208.359375,4.4,5,2,2,9,522,Emerging
Udupi Cafe North India,2025-08-30,2,71,13159.0,185.33802816901408,4.207042253521126,4,3,2,9,432,Emerging
Chahat Biryani,2025-08-30,2,68,12796.0,188.1764705882353,4.269117647058824,4,3,2,9,432,Emerging
Hotel Shubham Palace - Dhanturi Group of Hotels,2025-08-30,2,67,12762.0,190.47761194029852,4.307462686567164,4,3,2,9,432,Emerging
Siddhu Punjabi Bhojnalaya,2025-08-30,2,89,12714.0,142.85393258426967,4.389887640449439,4,3,2,9,432,Emerging
Le Meridien - Latest Recipe,2025-08-31,1,33,12556.0,380.4848484848485,4.415151515151515,5,2,2,9,522,Emerging
Karigari - By Chef Harpal Singh Sokhi,2025-08-31,1,45,12545.0,278.77777777777777,4.233333333333333,5,2,2,9,522,Emerging
Harishankar Veg Restro,2025-08-30,2,74,12487.0,168.74324324324326,4.2472972972972975,4,3,2,9,432,Emerging
BK Cafe,2025-08-31,1,48,12312.0,256.5,4.364583333333333,5,2,2,9,522,Emerging
Spice Garden,2025-08-30,2,75,12082.0,161.09333333333333,4.154666666666667,4,3,2,9,432,Emerging
Cafe S.F. Xavier,2025-08-31,1,60,12040.0,200.66666666666666,4.465000000000001,5,2,2,9,522,Emerging
Cafe 99,2025-08-30,2,78,11735.0,150.44871794871796,3.6858974358974357,4,3,2,9,432,Emerging
Punjabi Tikka Restaurant,2025-08-31,1,41,11717.0,285.780487804878,4.324390243902439,5,2,2,9,522,Emerging
Dabba & Co.,2025-08-30,2,86,11461.5,133.27325581395348,4.369767441860465,4,3,2,9,432,Emerging
Shyamasree Restaurant,2025-08-31,1,60,10879.0,181.31666666666666,4.331666666666666,5,2,2,9,522,Emerging
Shiv Bhandar,2025-08-31,1,47,10809.0,229.9787234042553,4.382978723404255,5,2,2,9,522,Emerging
Radhe Bol,2025-08-30,2,84,10720.0,127.61904761904762,4.291666666666667,4,3,2,9,432,Emerging
Meat Zone,2025-08-31,1,53,10218.0,192.79245283018867,4.305660377358491,5,2,2,9,522,Emerging
Hot Stuff Fast Food,2025-08-30,2,73,10166.0,139.26027397260273,3.8945205479452056,4,3,2,9,432,Emerging
USPFC - US Pizza & Fried Chicken,2025-08-31,1,48,10152.84,211.5175,4.40625,5,2,2,9,522,Emerging
Old Delhi Grillzz,2025-08-31,1,58,9982.0,172.10344827586206,4.305172413793104,5,2,2,9,522,Emerging
Apna Cafe,2025-08-30,2,102,9970.0,97.74509803921569,4.405882352941177,4,3,2,9,432,Emerging
Middle East Cafe,2025-08-31,1,37,9660.0,261.0810810810811,4.375675675675676,5,2,2,9,522,Emerging
Laxmi Food Court,2025-08-31,1,55,9155.0,166.45454545454547,4.4,5,2,2,9,522,Emerging
Vrindavan Restaurant,2025-08-31,1,46,9104.0,197.91304347826087,4.178260869565217,5,2,2,9,522,Emerging
Aloo Pitika,2025-08-31,1,60,8820.0,147.0,4.4,5,2,2,9,522,Emerging
Food Exx,2025-08-31,1,50,8769.0,175.38,4.33,5,2,2,9,522,Emerging
CAKE AND ICE PARLOUR,2025-08-31,1,45,8750.0,194.44444444444446,4.4,5,2,2,9,522,Emerging
Sherowali Restaurant And Cafe,2025-08-31,1,59,8574.0,145.32203389830508,4.455932203389831,5,2,2,9,522,Emerging
Dharma Vaishno Dhaba,2025-08-30,2,67,7877.0,117.56716417910448,4.2432835820895525,4,3,2,9,432,Emerging
K7 Hotel,2025-08-31,1,54,7755.0,143.61111111111111,4.4,5,2,2,9,522,Emerging
Abar Khabo,2025-08-31,1,59,7629.0,129.3050847457627,4.357627118644068,5,2,2,9,522,Emerging
Malabar Plaza,2025-08-31,1,48,7479.0,155.8125,4.10625,5,2,2,9,522,Emerging
A Pizza House,2025-08-31,1,60,7331.0,122.18333333333334,4.378333333333334,5,2,2,9,522,Emerging
Dawat,2025-08-31,1,45,6593.0,146.51111111111112,4.126666666666667,5,2,2,9,522,Emerging
Sri Venkateshwara Tiffin Center,2025-08-31,1,77,6133.0,79.64935064935065,4.415584415584416,5,3,1,9,531,Emerging
Poirei Com Cake Shop,2025-08-28,4,62,39687.0,640.1129032258065,4.379032258064516,2,2,4,8,224,Big Spenders
Hangout Cakes & More,2025-08-27,5,62,33521.61,540.671129032258,4.487096774193549,2,2,4,8,224,Big Spenders
Mr Choco Bakery,2025-08-27,5,65,27476.0,422.7076923076923,4.4,2,2,4,8,224,Big Spenders
The Garage Cafe,2025-08-23,9,81,25819.5,318.75925925925924,4.148148148148148,1,3,4,8,134,Big Spenders
Naobas Chakhumang Restaurant,2025-08-22,10,103,24446.0,237.3398058252427,3.8873786407766993,1,3,4,8,134,Big Spenders
Copper Kitchen,2025-08-16,16,70,24287.0,346.95714285714286,4.097142857142857,1,3,4,8,134,Big Spenders
Donald's Pastry Shop,2025-08-27,5,103,23529.0,228.4368932038835,4.365048543689321,2,3,3,8,233,At Risk
Y Not Food Express,2025-08-22,10,146,23177.0,158.74657534246575,4.14931506849315,1,4,3,8,143,At Risk
Balaji Restaurant,2025-08-19,13,174,22699.0,130.45402298850576,4.378735632183909,1,4,3,8,143,At Risk
New Khusboo Biryani (Halal),2025-08-28,4,86,21601.0,251.17441860465115,4.177906976744186,2,3,3,8,233,At Risk
The Coconut,2025-08-27,5,101,21490.0,212.77227722772278,4.343564356435644,2,3,3,8,233,At Risk
37 The Central Restaurant,2025-08-28,4,74,20370.0,275.27027027027026,4.306756756756758,2,3,3,8,233,At Risk
Natural Ice Cream,2025-08-28,4,87,20233.89,232.57344827586206,4.683908045977011,2,3,3,8,233,At Risk
Elite Kitchen,2025-08-25,7,93,20192.0,217.11827956989248,4.4,2,3,3,8,233,At Risk
CakeZone Patisserie,2025-08-28,4,77,19347.0,251.25974025974025,4.259740259740259,2,3,3,8,233,At Risk
Nisarga Family Daba,2025-08-28,4,96,19003.0,197.94791666666666,4.014583333333333,2,3,3,8,233,At Risk
Lo! - Low Carb and Keto Foods,2025-08-27,5,79,18371.44,232.5498734177215,4.3354430379746836,2,3,3,8,233,At Risk
Mahawar Baker's & Sweets,2025-08-24,8,166,18294.0,110.20481927710843,3.8807228915662653,1,4,3,8,143,At Risk
Crush Restaurant,2025-08-27,5,73,18097.0,247.9041095890411,4.163013698630137,2,3,3,8,233,At Risk
The Master Chef,2025-08-28,4,76,17925.0,235.85526315789474,4.234210526315789,2,3,3,8,233,At Risk
"Ovenfresh Pizzas, Cakes & Desserts",2025-08-29,3,49,17582.0,358.81632653061223,4.202040816326531,3,2,3,8,323,Emerging
Aurora Restaurant & Lodging,2025-08-25,7,98,17560.0,179.18367346938774,4.356122448979591,2,3,3,8,233,At Risk
Cinnabon,2025-08-29,3,62,17549.0,283.0483870967742,4.311290322580645,3,2,3,8,323,Emerging
Indrani Sweets And Restaurant,2025-08-26,6,96,17388.0,181.125,4.326041666666667,2,3,3,8,233,At Risk
Frozen Bottle,2025-08-26,6,71,17288.54,243.5005633802817,4.3605633802816905,2,3,3,8,233,At Risk
Dmb(Doodh Misthan Bhandar),2025-08-26,6,103,17189.24,166.88582524271845,4.525242718446602,2,3,3,8,233,At Risk
The Core,2025-08-26,6,67,17090.0,255.07462686567163,4.335820895522388,2,3,3,8,233,At Risk
Health Wealth Kitchen,2025-08-29,3,62,16246.0,262.03225806451616,4.135483870967742,3,2,3,8,323,Emerging
Sangai Continental (Non Halal),2025-08-29,3,41,16170.0,394.390243902439,4.397560975609756,3,2,3,8,323,Emerging
Somewhere Cafe,2025-08-27,5,86,15950.0,185.46511627906978,4.424418604651163,2,3,3,8,233,At Risk
Indiana Restaurant,2025-08-28,4,71,15733.0,221.59154929577466,4.290140845070423,2,3,3,8,233,At Risk
Izumi,2025-08-30,2,16,15380.0,961.25,4.48125,4,1,3,8,413,Emerging
AVO's Kitchen,2025-08-30,2,29,14960.0,515.8620689655172,4.420689655172414,4,1,3,8,413,Emerging
Tibetan Bowl,2025-08-27,5,68,14580.0,214.41176470588235,4.279411764705882,2,3,3,8,233,At Risk
Preeti Tiffins,2025-08-27,5,101,14225.0,140.84158415841586,4.477227722772277,2,3,3,8,233,At Risk
Chick Blast (Rajbagh),2025-08-28,4,77,14045.0,182.4025974025974,4.154545454545454,2,3,3,8,233,At Risk
Biryani Hut,2025-08-28,4,88,13380.0,152.04545454545453,4.056818181818182,2,3,3,8,233,At Risk
Priya Biryani,2025-08-30,2,49,12279.0,250.59183673469389,4.095918367346939,4,2,2,8,422,Emerging
Nakama Cafe,2025-08-30,2,63,11790.0,187.14285714285714,4.4,4,2,2,8,422,Emerging
Chai Govindam,2025-08-27,5,131,11745.0,89.65648854961832,4.4404580152671755,2,4,2,8,242,At Risk
Sindhi Sweets,2025-08-30,2,37,11250.0,304.05405405405406,4.035135135135135,4,2,2,8,422,Emerging
Chhabra's Pure Veg,2025-08-30,2,60,10476.0,174.6,4.403333333333333,4,2,2,8,422,Emerging
The Bro Momos,2025-08-29,3,71,9206.0,129.66197183098592,4.363380281690141,3,3,2,8,332,Emerging
SHARMA DHABA,2025-08-29,3,80,8548.0,106.85,4.2575,3,3,2,8,332,Emerging
Sri Vinayaka Hot Chips,2025-08-29,3,84,8530.0,101.54761904761905,4.0,3,3,2,8,332,Emerging
7th Heaven Cake Shop,2025-08-31,1,26,8435.0,324.4230769230769,4.303846153846154,5,1,2,8,512,Emerging
Taste With Me !,2025-08-30,2,57,8341.0,146.33333333333334,4.326315789473684,4,2,2,8,422,Emerging
Tealogy Cafe,2025-08-29,3,103,8300.0,80.58252427184466,4.377669902912622,3,3,2,8,332,Emerging
Ram Dairy,2025-08-29,3,71,8231.0,115.92957746478874,4.6352112676056345,3,3,2,8,332,Emerging
Idly Dosa for You,2025-08-29,3,68,7940.0,116.76470588235294,3.7852941176470587,3,3,2,8,332,Emerging
New Freeze Land,2025-08-30,2,38,7590.0,199.73684210526315,4.042105263157895,4,2,2,8,422,Emerging
Zawlbuk,2025-08-29,3,77,7440.0,96.62337662337663,4.183116883116884,3,3,2,8,332,Emerging
Hindusthan Sweets,2025-08-30,2,52,7255.0,139.51923076923077,4.540384615384616,4,2,2,8,422,Emerging
Priyas - Pure Veg,2025-08-30,2,64,7070.0,110.46875,4.46875,4,2,2,8,422,Emerging
Chai Point,2025-08-30,2,37,6677.0,180.45945945945945,4.34054054054054,4,2,2,8,422,Emerging
Tiffinette,2025-08-30,2,33,6624.0,200.72727272727272,4.412121212121212,4,2,2,8,422,Emerging
Uncle Ugen's Momo,2025-08-31,1,30,6361.0,212.03333333333333,4.6466666666666665,5,1,2,8,512,Emerging
Cafe Sai Sadanand,2025-08-30,2,70,6134.0,87.62857142857143,4.2371428571428575,4,3,1,8,431,Emerging
Eleven Aizawl,2025-08-31,1,32,6127.0,191.46875,4.503125,5,2,1,8,521,Emerging
The Family Food Truck,2025-08-31,1,33,5250.0,159.0909090909091,4.333333333333333,5,2,1,8,521,Emerging
Zam Zam Biryani,2025-08-31,1,34,4770.0,140.2941176470588,4.408823529411765,5,2,1,8,521,Emerging
Idlygo Plus,2025-08-31,1,35,4631.0,132.31428571428572,4.4,5,2,1,8,521,Emerging
French Loaf,2025-08-31,1,34,4446.69,130.785,4.329411764705882,5,2,1,8,521,Emerging
PVR Tiffins,2025-08-31,1,63,4315.0,68.4920634920635,4.27936507936508,5,2,1,8,521,Emerging
Ranga Sai Andhra Tiffins,2025-08-30,2,69,3214.25,46.583333333333336,3.9405797101449274,4,3,1,8,431,Emerging
"Dabba Garam (Homestyle,Combo, Thali & More)",2025-08-31,1,44,2416.0,54.90909090909091,4.238636363636363,5,2,1,8,521,Emerging
The Brownie Studio,2025-08-28,4,29,35537.0,1225.4137931034484,4.531034482758621,2,1,4,7,214,Big Spenders
Hotel Rimi International,2025-08-21,11,76,23776.0,312.8421052631579,4.385526315789474,1,3,3,7,133,At Risk
Pandhal Cake Shop,2025-08-28,4,53,23316.0,439.92452830188677,4.562264150943396,2,2,3,7,223,Hibernating
Itminaan Matka Biryani - Slow Cooked,2025-08-26,6,56,21942.0,391.82142857142856,4.396428571428571,2,2,3,7,223,Hibernating
Downtown Multicuisine,2025-08-24,8,95,21170.0,222.8421052631579,4.232631578947369,1,3,3,7,133,At Risk
Wendy's Flavour Fresh,2025-08-19,13,80,21054.0,263.175,4.13625,1,3,3,7,133,At Risk
Cafe Ertugrul,2025-08-16,16,82,19672.0,239.90243902439025,4.235365853658537,1,3,3,7,133,At Risk
Taaka Chinese,2025-08-25,7,63,19309.0,306.4920634920635,4.011111111111111,2,2,3,7,223,Hibernating
The cherith,2025-08-24,8,81,18259.0,225.41975308641975,4.322222222222223,1,3,3,7,133,At Risk
La Pino'Z Pizza,2025-08-28,4,57,18121.0,317.9122807017544,4.4,2,2,3,7,223,Hibernating
Agra Sweets Banjara,2025-08-26,6,60,17448.0,290.8,4.28,2,2,3,7,223,Hibernating
Rice Express By Shero,2025-08-27,5,61,17444.0,285.9672131147541,4.4,2,2,3,7,223,Hibernating
Sagar Restaurant,2025-08-25,7,64,17105.0,267.265625,4.290625,2,2,3,7,223,Hibernating
Sardarji Da Dhaba,2025-08-28,4,63,16780.0,266.3492063492063,4.303174603174604,2,2,3,7,223,Hibernating
Mini Friends Corner,2025-08-27,5,63,16220.0,257.46031746031747,4.349206349206349,2,2,3,7,223,Hibernating
Street Foods By Punjab Grill,2025-08-23,9,80,15940.0,199.25,4.282500000000001,1,3,3,7,133,At Risk
Mountain's Pizza,2025-08-27,5,59,15083.0,255.64406779661016,4.398305084745763,2,2,3,7,223,Hibernating
The Oberoi Bakers,2025-08-23,9,79,14390.0,182.15189873417722,4.267088607594937,1,3,3,7,133,At Risk
Brown Sugar,2025-08-24,8,81,14381.05,177.5438271604938,4.364197530864198,1,3,3,7,133,At Risk
Hotel Sitara Grand - Dhanturi Group of hotels,2025-08-27,5,61,14250.0,233.60655737704917,4.218032786885246,2,2,3,7,223,Hibernating
Bowljini Mix Eat Repeat,2025-08-26,6,61,14131.0,231.65573770491804,4.329508196721312,2,2,3,7,223,Hibernating
The Meating Point,2025-08-27,5,47,14073.0,299.4255319148936,4.212765957446808,2,2,3,7,223,Hibernating
New Shakti Sweets & Bakery,2025-08-24,8,77,13974.0,181.4805194805195,4.061038961038961,1,3,3,7,133,At Risk
Mio Amore - The Cake Shop,2025-08-28,4,37,13888.0,375.35135135135135,4.467567567567568,2,2,3,7,223,Hibernating
Parsa's,2025-08-27,5,63,13760.0,218.4126984126984,4.347619047619048,2,2,3,7,223,Hibernating
Idleewala,2025-08-25,7,86,12915.0,150.17441860465115,4.476744186046512,2,3,2,7,232,At Risk
Red Dragon (Chopstix),2025-08-29,3,59,12502.0,211.89830508474577,4.362711864406779,3,2,2,7,322,Emerging
Rajani's Kitchen,2025-08-29,3,59,12181.0,206.45762711864407,4.466101694915254,3,2,2,7,322,Emerging
Pizzmo,2025-08-29,3,61,12000.0,196.72131147540983,4.168852459016394,3,2,2,7,322,Emerging
Mezang Traditional Restaurant,2025-08-29,3,53,11722.0,221.16981132075472,4.350943396226415,3,2,2,7,322,Emerging
Anandji Sweets,2025-08-29,3,55,11530.0,209.63636363636363,4.485454545454545,3,2,2,7,322,Emerging
Frozzeto,2025-08-30,2,22,11434.0,519.7272727272727,4.4,4,1,2,7,412,Emerging
Momoxpress,2025-08-29,3,60,11098.0,184.96666666666667,4.336666666666667,3,2,2,7,322,Emerging
Haldiram's Restaurant,2025-08-29,3,63,10958.0,173.93650793650792,4.412698412698413,3,2,2,7,322,Emerging
Gopal's 56,2025-08-28,4,77,10625.0,137.98701298701297,4.361038961038961,2,3,2,7,232,At Risk
Shree Raghavendra,2025-08-25,7,88,10310.0,117.1590909090909,4.519318181818182,2,3,2,7,232,At Risk
Harilal's,2025-08-29,3,40,10308.03,257.70075,4.525,3,2,2,7,322,Emerging
Manbhawan Sweets,2025-08-29,3,56,10149.0,181.23214285714286,3.9125,3,2,2,7,322,Emerging
Krispy Kreme - Doughnuts & Coffee,2025-08-30,2,23,9934.0,431.9130434782609,4.452173913043478,4,1,2,7,412,Emerging
Hotel Shagun,2025-08-29,3,56,9920.0,177.14285714285714,4.396428571428571,3,2,2,7,322,Emerging
Emerald 3:14,2025-08-26,6,74,9805.0,132.5,4.264864864864865,2,3,2,7,232,At Risk
Mr Khan Restro,2025-08-29,3,61,9780.0,160.327868852459,4.398360655737705,3,2,2,7,322,Emerging
Hosanna Restaurant,2025-08-25,7,67,9710.0,144.92537313432837,4.262686567164179,2,3,2,7,232,At Risk
Chickpet Donne Biryani House,2025-08-30,2,30,9453.0,315.1,4.19,4,1,2,7,412,Emerging
Steam And Sizzle Cafe,2025-08-29,3,43,9319.0,216.72093023255815,4.4,3,2,2,7,322,Emerging
Apsara Ice Creams,2025-08-28,4,77,8924.75,115.90584415584415,4.65974025974026,2,3,2,7,232,At Risk
Darjeeling Momos,2025-08-29,3,49,8799.0,179.57142857142858,4.4,3,2,2,7,322,Emerging
Mughal Darbar Since 1999,2025-08-29,3,40,8391.0,209.775,4.0649999999999995,3,2,2,7,322,Emerging
Ifthar,2025-08-29,3,34,8387.0,246.6764705882353,4.291176470588235,3,2,2,7,322,Emerging
Absolute Shawarma,2025-08-29,3,38,8324.0,219.05263157894737,4.371052631578948,3,2,2,7,322,Emerging
Barbecue by Punjab Grill,2025-08-30,2,20,8260.0,413.0,4.36,4,1,2,7,412,Emerging
Devi Fast Food,2025-08-29,3,51,7870.0,154.31372549019608,4.537254901960784,3,2,2,7,322,Emerging
Bansal Amritsari Kulcha,2025-08-29,3,59,7809.0,132.35593220338984,4.361016949152543,3,2,2,7,322,Emerging
Appu Donne Biriyani Palace,2025-08-29,3,41,7488.0,182.6341463414634,4.11219512195122,3,2,2,7,322,Emerging
Sri Varalakshmi Pure Veg Tiffins,2025-08-27,5,73,7080.0,96.98630136986301,4.465753424657534,2,3,2,7,232,At Risk
I Deli Cafe,2025-08-29,3,47,6988.0,148.68085106382978,4.736170212765957,3,2,2,7,322,Emerging
Babe da Dhaba,2025-08-29,3,65,6624.0,101.9076923076923,4.21076923076923,3,2,2,7,322,Emerging
A1,2025-08-29,3,45,6360.0,141.33333333333334,4.315555555555556,3,2,2,7,322,Emerging
Lilac Cafe,2025-08-31,1,29,6060.0,208.9655172413793,4.36896551724138,5,1,1,7,511,Emerging
Urban Biryani,2025-08-30,2,37,5631.0,152.1891891891892,4.437837837837838,4,2,1,7,421,Emerging
Sherowali Sweets,2025-08-27,5,106,4940.0,46.60377358490566,4.445283018867925,2,4,1,7,241,At Risk
Food moments,2025-08-31,1,19,4560.0,240.0,4.484210526315789,5,1,1,7,511,Emerging
HNESHEL BURI,2025-08-31,1,26,4308.0,165.69230769230768,4.4,5,1,1,7,511,Emerging
Slice of Shillong,2025-08-31,1,21,4246.0,202.1904761904762,3.895238095238095,5,1,1,7,511,Emerging
Raja Sri Tiffins,2025-08-30,2,66,4150.0,62.878787878787875,4.31969696969697,4,2,1,7,421,Emerging
Delicious Kitchen,2025-08-31,1,31,3840.0,123.87096774193549,4.080645161290323,5,1,1,7,511,Emerging
Food Hub,2025-08-31,1,30,3680.0,122.66666666666667,4.4,5,1,1,7,511,Emerging
Bosco Food Hub,2025-08-31,1,18,3210.0,178.33333333333334,4.266666666666667,5,1,1,7,511,Emerging
Tasty Bite,2025-08-30,2,32,2860.0,89.375,4.4,4,2,1,7,421,Emerging
Cake Celebration,2025-08-31,1,10,2833.0,283.3,4.4,5,1,1,7,511,Emerging
Shree Krishna Bhojanalaya,2025-08-31,1,14,1608.0,114.85714285714286,4.264285714285714,5,1,1,7,511,Emerging
Singh's Tandoor.,2025-08-31,1,14,1370.0,97.85714285714286,4.428571428571429,5,1,1,7,511,Emerging
Maa Sagar Sweets And Food Court,2025-08-31,1,9,736.0,81.77777777777777,4.4,5,1,1,7,511,Emerging
Appetizer,2025-08-31,1,14,638.0,45.57142857142857,4.45,5,1,1,7,511,Emerging
Mr. Pizza,2025-08-22,10,60,22932.0,382.2,4.136666666666667,1,2,3,6,123,Hibernating
City Hut Family Dhaba,2025-08-22,10,59,22067.0,374.0169491525424,4.589830508474576,1,2,3,6,123,Hibernating
Mamagoto,2025-08-21,11,46,21125.0,459.2391304347826,4.4,1,2,3,6,123,Hibernating
Baklavas By Mezaya,2025-08-25,7,19,20676.78,1088.2515789473684,4.352631578947369,2,1,3,6,213,Hibernating
