Restaurant Name,Revenue,Orders,Weighted_Rating,Last_Order,City,State,Revenue_Share,Recency_Days,Rev_N,Rating_N,Orders_N,Recency_N,Health_Score,Health_Tier
Uss Da Dhaba,15430.0,62,4.399999999999999,2025-08-20,Dehradun,Uttarakhand,0.029106339675669324,12,0.0036050404352025536,0.720405063622505,0.004508832877522359,0.9421052631578948,31.26758281521265,At Risk
AnTeRa Courtyard,24605.0,59,4.362407602956705,2025-08-31,Hyderabad,Telangana,0.04641357665067036,1,0.005765474530106761,0.6976339275301631,0.004287086998299948,1.0,31.245378547075163,At Risk
Deja Vu,24299.0,90,4.368316831683168,2025-08-28,Imphal,Manipur,0.04583635436027796,4,0.005693420815333934,0.7012133707717338,0.006578461083598196,0.9842105263157894,31.23781244059523,At Risk
Cafe Delight,4458.0,24,4.4,2025-08-22,Jaipur,Rajasthan,0.008409336505128573,10,0.001021467368250077,0.7204050636225063,0.001700051740705152,0.9526315789473684,31.213327427692978,At Risk
BOSS Burger,9973.0,42,4.385537918871253,2025-08-25,Indore,Madhya Pradesh,0.018812542163671432,7,0.0023200825217538057,0.7116448343351336,0.0030305270160396183,0.968421052631579,31.186969397560745,At Risk
Kumar'S Sweet Shop (Jakhan),15217.0,113,4.367230169050716,2025-08-28,Dehradun,Uttarakhand,0.02870454768921971,4,0.003554885398448919,0.7005551381333222,0.008278512824303348,0.9842105263157894,31.166525079581582,At Risk
The Hayat,7793.0,42,4.4,2025-08-20,Srinagar,Jammu and Kashmir,0.014700304931464101,12,0.0018067586714114433,0.7204050636225063,0.0030305270160396183,0.9421052631578948,31.16608542743139,At Risk
Amritsari Restaurant Katora Talab,75508.54,286,4.315898251192369,2025-08-30,Raipur,Chhattisgarh,0.14243533465028282,2,0.017751713589215224,0.6694614548524402,0.021065858526129053,0.9947368421052631,31.16259778071703,At Risk
FOOD EXPRESS,7800.0,35,4.400000000000001,2025-08-20,Kolkata,West Bengal,0.014713509362943664,12,0.0018084069590042853,0.7204050636225068,0.0025131199645206594,0.9421052631578948,31.155803217904737,At Risk
Hotel Polo Towers,130189.0,264,4.288901680865761,2025-08-30,Agartala,Tripura,0.24558167569900935,2,0.030627302701917766,0.6531086115840075,0.019439722078498037,0.9947368421052631,31.15451331821953,At Risk
The Fisherman's Wharf,53010.0,124,4.337307455329636,2025-08-31,Hyderabad,Telangana,0.09999527324739022,1,0.012453990112205295,0.6824298191862441,0.009091581048118856,1.0,31.15288580103791,At Risk
Mad Over Shawarma,7191.0,29,4.400000000000001,2025-08-20,Aizawl,Mizoram,0.013564723824221525,12,0.0016650059384269926,0.7204050636225068,0.002069628206075837,0.9421052631578948,31.141197341912747,At Risk
RAM KRISHNA BHOJNALAY,1810.0,24,4.4,2025-08-21,Ahmedabad,Gujarat,0.00341428871114462,11,0.000397943718843391,0.7204050636225063,0.001700051740705152,0.9473684210526316,31.135754902769342,At Risk
Frys,7676.0,33,4.447148288973384,2025-08-03,Imphal,Manipur,0.014479602291019944,29,0.001779208721645362,0.7489645647231558,0.002365289378372385,0.8526315789473684,31.11372686760162,At Risk
Gokul Dham Ka Dhaba,43722.0,170,4.339052496798976,2025-08-30,Agartala,Tripura,0.08247487902136191,2,0.010266947946159486,0.6834868567765673,0.01249168452952916,0.9947368421052631,31.112485732786617,At Risk
"Frozen Bottle - Milkshakes, Desserts And Ice Cream",1791.0,10,4.396491228070175,2025-08-22,Chennai,Tamil Nadu,0.0033784481114143726,10,0.00039346979537710437,0.7182796678133743,0.0006652376376672333,0.9526315789473684,31.10374936844334,At Risk
Cafe Go Green,37770.0,193,4.342184557438795,2025-08-29,Guwahati,Assam,0.07124733956902336,3,0.008865432552931166,0.6853840643155453,0.01419173627023431,0.9894736842105263,31.094710799093555,At Risk
The Food Villa,6299.0,37,4.400000000000001,2025-08-19,Chandigarh,Punjab,0.011882101984254122,13,0.0014549670051676408,0.7204050636225068,0.0026609505506689332,0.9368421052631579,31.091990652526867,At Risk
RB Rolls And Fast Food,10830.0,63,4.399999999999998,2025-08-17,Chandigarh,Punjab,0.020429141846241013,15,0.0025218800170489454,0.7204050636225046,0.004582748170596496,0.9263157894736842,31.06783996750587,At Risk
Old Delhi Grillzz,9982.0,58,4.359329608938547,2025-08-31,Imphal,Manipur,0.018829519289859445,1,0.0023222017486588887,0.6957694701879467,0.004213171705225811,1.0,31.05023560968927,At Risk
Keventers Waffles & Ice Cream,18494.18,75,4.356097560975609,2025-08-30,Dehradun,Uttarakhand,0.03488644751153404,2,0.004326561846093407,0.6938116965472747,0.00546973168748614,0.9947368421052631,31.04417642506433,At Risk
Hungry Point,280.0,2,4.4,2025-08-20,Jaipur,Rajasthan,0.0005281772591825931,12,3.767514497925595e-05,0.7204050636225063,7.391529307413703e-05,0.9421052631578948,31.03618985191479,At Risk
Rupar Tori Hotel & Restaurant,54358.0,214,4.3251088534107405,2025-08-30,Agartala,Tripura,0.10253806948088355,2,0.012771403208655526,0.6750406648284741,0.015743957424791188,0.9947368421052631,31.024323642748897,At Risk
Mithaas,86936.38,453,4.285740869969761,2025-08-31,New Delhi,Delhi,0.16399221039877288,1,0.020442623144213603,0.6511939889279397,0.03340971246950994,1.0,31.021718842996936,At Risk
Big Bowl,129547.25,670,4.245579097102643,2025-08-31,Bengaluru,Karnataka,0.2443711122844364,1,0.03047619005010253,0.6268664847623064,0.04944933106659768,1.0,31.01402876620525,At Risk
Nazim Khan Kathi Roll,11216.0,72,4.3553467393347125,2025-08-31,Dehradun,Uttarakhand,0.0211572719249713,1,0.0026127713043114,0.6933568954941189,0.0052479858082637295,1.0,31.010177433161303,At Risk
Club Shawaya,8860.0,31,4.37634194831014,2025-08-25,Kochi,Kerala,0.016713037558420622,7,0.002058004794491856,0.7060744873070601,0.0022174587922241112,0.968421052631579,30.993114513151752,At Risk
Adda,5717.0,43,4.4,2025-08-17,Guwahati,Assam,0.010784247824096017,15,0.0013179236653055972,0.7204050636225063,0.0031044423091137557,0.9263157894736842,30.990115596206536,At Risk
KASTURI DHABA AND RESTAURANT,3803.0,18,4.400000000000001,2025-08-18,Guwahati,Assam,0.007173778988112148,14,0.0008672347434912479,0.7204050636225068,0.0012565599822603295,0.9315789473684211,30.98776197174427,At Risk
Bengaluru Central Cafe,21972.0,135,4.345737855178735,2025-08-30,Bengaluru,Karnataka,0.04144682406699977,2,0.005145482925541881,0.6875364310911887,0.009904649271934362,0.9947368421052631,30.977373656248652,At Risk
Shyamasree Restaurant,10879.0,60,4.354689754689756,2025-08-31,Agartala,Tripura,0.020521572866597965,1,0.0025334180301988425,0.6929589350569683,0.0043610022913740856,1.0,30.977324818744485,At Risk
Otssi ohan,5253.0,22,4.383098591549294,2025-08-23,Kohima,Nagaland,0.009908982651736292,9,0.0012086657448657548,0.7101672415559843,0.0015522211545568776,0.9578947368421052,30.96335566798635,At Risk
Rasoi Restaurant,14514.0,68,4.35702479338843,2025-08-29,Gangtok,Sikkim,0.027378445499200557,3,0.0033893502301963136,0.6943733562743,0.004952324635967181,0.9894736842105263,30.96055803226146,At Risk
Singju Imphal,1180.0,15,4.426130653266331,2025-08-09,Imphal,Manipur,0.0022258898779837855,23,0.00024959783548757073,0.736233388191013,0.0010348141030379187,0.8842105263157894,30.959787104368548,At Risk
Ghar ka Khana by EatFit,38803.0,143,4.332460732984293,2025-08-31,New Delhi,Delhi,0.07319593638593629,1,0.009108672707703486,0.6794939762284113,0.010495971616527459,1.0,30.959085627491028,At Risk
Little Chef,5715.0,36,4.36923076923077,2025-08-27,Chandigarh,Punjab,0.01078047512938757,5,0.0013174527259933564,0.701766977296276,0.0025870352575947963,0.9789473684210527,30.946921817290434,At Risk
Wow! Chicken By Wow! Momo,45605.8,200,4.32578246048962,2025-08-30,Kolkata,West Bengal,0.08602838016724824,2,0.010710525684359004,0.6754486941022728,0.014709143321753269,0.9947368421052631,30.933433137930244,At Risk
Middle East Cafe,9660.0,37,4.354098360655737,2025-08-31,Imphal,Manipur,0.018222115441799462,1,0.0022463805193881363,0.6926007053325556,0.0026609505506689332,1.0,30.921095391765576,At Risk
M/S Girija Hotel,990.0,4,4.459411362080767,2025-07-28,Bhubaneswar,Odisha,0.0018674838806813112,35,0.0002048586008247042,0.7563927717171648,0.0002217458792224111,0.8210526315789474,30.914938728921854,At Risk
Raja Sri Tiffins,4150.0,66,4.35699713894763,2025-08-30,Hyderabad,Telangana,0.00782834152002772,2,0.0009489427141650093,0.6943566049340149,0.004804494049818907,0.9947368421052631,30.912114158636054,At Risk
"Ovenfresh Pizzas, Cakes & Desserts",17582.0,49,4.353948462177889,2025-08-29,Chennai,Tamil Nadu,0.0331657591819584,3,0.004111771135173546,0.6925099061575204,0.0035479340675585776,0.9894736842105263,30.905463553588987,At Risk
Pizza Wings,10089.0,38,4.372254335260117,2025-08-24,Lucknow,Uttar Pradesh,0.019031358456761363,8,0.0023473970018637663,0.7035984655479872,0.0027348658437430706,0.9631578947368421,30.88812611075745,At Risk
Brew Cafe,2630.0,25,4.365517241379311,2025-08-28,Guwahati,Assam,0.0049610935416079275,4,0.0005910288368620776,0.6995175530844895,0.0017739670337792888,0.9842105263157894,30.88675234984265,At Risk
Poirei Com Cake Shop,39687.0,62,4.343181818181818,2025-08-28,Imphal,Manipur,0.0748634674470699,4,0.009316827883713874,0.6859881428496375,0.004508832877522359,0.9842105263157894,30.88459932154602,At Risk
Octopus Bakes and Bistro,16264.0,84,4.344444444444444,2025-08-31,Kochi,Kerala,0.030679553369091762,1,0.003801422128406925,0.6867529633112568,0.0061349693251533735,1.0,30.877345170977044,At Risk
McCafe by McDonald's,34807.72,188,4.337910447761193,2025-08-27,Chennai,Tamil Nadu,0.06565945052855403,5,0.008167905499998976,0.6827950744985305,0.013822159804863626,0.9789473684210527,30.876485335263677,At Risk
Krishna Cafe,26292.0,102,4.337158469945354,2025-08-31,Chandigarh,Punjab,0.04959584463724549,1,0.006162711839981792,0.6823395731065025,0.007465444600487841,1.0,30.866004558804107,At Risk
Shakti Sweets Since 1966,30470.0,94,4.352845070422534,2025-08-25,Srinagar,Jammu and Kashmir,0.05747700388319148,7,0.007146504063252614,0.6918415400569118,0.0068741222558947445,0.968421052631579,30.86279933567114,At Risk
Boketto Cafe And Restaurant,4878.0,21,4.423943661971831,2025-08-07,Imphal,Manipur,0.00920160239390246,25,0.0011203646238206236,0.7349086448834106,0.0014783058614827407,0.8736842105263158,30.858482153947953,At Risk
City Dhaba,38794.0,146,4.329464285714286,2025-08-30,Imphal,Manipur,0.07317895925974828,2,0.009106553480798404,0.6776789148344737,0.01071771749574987,0.9947368421052631,30.856352355233774,At Risk
Chinese Fast Food,26932.0,129,4.348484848484849,2025-08-26,Jaipur,Rajasthan,0.050803106943948566,6,0.006313412419898816,0.6892003887884388,0.00946115751348954,0.9736842105263158,30.85461341598206,At Risk
HNESHEL BURI,4308.0,26,4.353973509933775,2025-08-31,Kolkata,West Bengal,0.008126384401995038,1,0.0009861469198320242,0.6925250785302062,0.0018478823268534257,1.0,30.852155879236538,At Risk
A Pizza House,7331.0,60,4.349275362318839,2025-08-31,Jaipur,Rajasthan,0.013828812453812822,1,0.0016979716902838415,0.6896792329035386,0.0043610022913740856,1.0,30.845515900544996,At Risk
Radha Krishna,80550.0,420,4.281956797966963,2025-08-31,Mumbai,Maharashtra,0.1519452793827067,1,0.018938824441759722,0.6489018334567231,0.030970507798063415,1.0,30.84401813733335,At Risk
Hira Sweets,157363.35,637,4.223781268963657,2025-08-31,New Delhi,Delhi,0.296841938924254,1,0.037026037551711785,0.6136627161784971,0.047010126395151154,1.0,30.831125515326406,At Risk
Mani's Cafe,14845.0,107,4.346492985971944,2025-08-29,Mumbai,Maharashtra,0.028002826473448553,3,0.0034672906863721493,0.6879938423608096,0.007835021065858526,0.9894736842105263,30.82994416170161,At Risk
Aurora Restaurant & Lodging,17560.0,98,4.356909413854352,2025-08-25,Kohima,Nagaland,0.033124259540165485,7,0.004106590802738899,0.6943034665285159,0.007169783428191292,0.968421052631579,30.82097382284465,At Risk
MP Dhaba,28575.0,134,4.333562166285279,2025-08-30,Raipur,Chhattisgarh,0.053902375646937846,2,0.0067002890649045495,0.6801611560191678,0.009830733978860225,0.9947368421052631,30.816829343801054,At Risk
Mezang Traditional Restaurant,11722.0,53,4.351446398184911,2025-08-29,Agartala,Tripura,0.022111763686208416,3,0.002731918950308297,0.6909943114049373,0.003843595239855126,0.9894736842105263,30.810714847062815,At Risk
Pizza King,4976.0,24,4.36875,2025-08-25,Jaipur,Rajasthan,0.009386464434616368,7,0.001143440650120418,0.7014757571974286,0.001700051740705152,0.968421052631579,30.808221903057564,At Risk
Handi Punjab Ki,34162.0,182,4.328927433933028,2025-08-29,Dehradun,Uttarakhand,0.0644413983149848,3,0.008015858033648944,0.6773537234145608,0.013378668046418803,0.9894736842105263,30.80355622681642,At Risk
Udupi Cafe Bangalore Idli,21672.0,107,4.3437777777777775,2025-08-28,Dehradun,Uttarakhand,0.04088091986073271,4,0.005074842028705777,0.6863491381075217,0.007835021065858526,0.9842105263157894,30.79227350884895,At Risk
The Family Food Truck,5250.0,33,4.349438202247191,2025-08-31,Kohima,Nagaland,0.009903323609673621,1,0.0012079593358973939,0.6897778712044027,0.002365289378372385,1.0,30.788960297135425,At Risk
Bikkgane Biryani,15821.0,39,4.3921651221566975,2025-08-14,Ranchi,Jharkhand,0.029843901491170735,18,0.003697109070745611,0.7156591819105405,0.0028087811368172075,0.9105263157894736,30.779098600777115,At Risk
Ovenfresh,23178.0,82,4.3354430379746836,2025-08-31,Chandigarh,Punjab,0.04372175897619337,1,0.005429459330823023,0.6813004711089277,0.0059871387390051,1.0,30.77593528128085,At Risk
Crusto's - Cheese Burst Pizza By Olio,47019.0,119,4.320057859209255,2025-08-31,Hyderabad,Telangana,0.08869416624823695,1,0.01104329140238828,0.6719810866847551,0.00872200458274817,1.0,30.775604348293147,At Risk
Abar Khabo,7629.0,59,4.345099540581931,2025-08-31,Agartala,Tripura,0.014390943965371437,1,0.0017681416478077055,0.6871497798080366,0.004287086998299948,1.0,30.770960800119408,At Risk
Krishnashree,2760.0,4,4.4,2025-08-14,Patna,Bihar,0.005206318697656989,18,0.0006216398921577232,0.7204050636225063,0.0002217458792224111,0.9105263157894736,30.746715579840682,At Risk
New Parivar Restaurant,35039.0,139,4.334606205250597,2025-08-27,Gangtok,Sikkim,0.06609572494463886,5,0.00822236492206649,0.6807935698909833,0.010200310444230911,0.9789473684210527,30.746181586707305,At Risk
Kashmir Trout,36680.0,93,4.325899280575542,2025-08-31,Srinagar,Jammu and Kashmir,0.0691912209529197,1,0.008608770627759985,0.6755194564447695,0.006800206962820608,1.0,30.745938657709893,At Risk
Sree Krishna Hotel,5308.0,47,4.357264231096005,2025-08-27,Agartala,Tripura,0.010012731756218586,5,0.0012216165759523741,0.6945183927458651,0.003400103481410304,0.9789473684210527,30.741892199252778,At Risk
Social,30715.0,78,4.335639412997903,2025-08-29,Indore,Madhya Pradesh,0.057939158984976244,3,0.007204194129002099,0.6814194228845678,0.005691477566708552,0.9894736842105263,30.73931684513655,At Risk
Mr Khan Restro,9780.0,61,4.347871116225547,2025-08-29,Imphal,Manipur,0.01844847712430629,3,0.002274636878122578,0.6888286279564619,0.0044349175844482225,0.9894736842105263,30.739279507612988,At Risk
Shree Krishna Bhojanalaya,1608.0,14,4.3500000000000005,2025-08-31,Bhubaneswar,Odisha,0.0030332465455914634,1,0.0003503788483070804,0.6901181733423822,0.0009608988099637814,1.0,30.736778330403027,At Risk
Sachins Dragon Villa,18017.0,93,4.337837837837839,2025-08-30,Shimla,Himachal Pradesh,0.03398632028104564,2,0.004214200435585898,0.6827510919228925,0.006800206962820608,0.9947368421052631,30.734473335419253,At Risk
The Phoenix Residency,51486.0,186,4.309453626697547,2025-08-31,Shillong,Meghalaya,0.09712047987955352,1,0.012095134356277881,0.6655577021530146,0.013674329218715352,1.0,30.724023023215864,At Risk
KAVERI's,95812.0,304,4.282040180117769,2025-08-29,Ranchi,Jharkhand,0.18073471270286648,3,0.022532562333468502,0.6489523411777789,0.02239633380146352,0.9894736842105263,30.71253624680664,At Risk
Wendo's Pizza,25902.0,124,4.326104901117799,2025-08-31,Shimla,Himachal Pradesh,0.048860169169098314,1,0.0060708786740948555,0.6756440085808229,0.009091581048118856,1.0,30.693987025350854,At Risk
Indiana Restaurant,15733.0,71,4.3442511667373775,2025-08-28,Shillong,Meghalaya,0.029677902923999064,4,0.00367638774100702,0.6866358876971064,0.005174070515189593,0.9842105263157894,30.691718814015157,At Risk
Food On Way,42042.0,188,4.316954904863343,2025-08-29,Ahmedabad,Gujarat,0.07930581546626636,3,0.0098713589238773,0.670101509928378,0.013822159804863626,0.9894736842105263,30.66907969300897,At Risk
Gopal's,43648.0,227,4.305838705753558,2025-08-31,Chandigarh,Punjab,0.08233528931714937,1,0.010249523191606581,0.6633680078729767,0.01670485623475497,1.0,30.645118288548662,At Risk
Country Kitchen,1066.0,15,4.478210590383444,2025-07-16,Bhubaneswar,Odisha,0.0020108462796023007,47,0.00022275429468985076,0.7677801750162483,0.0010348141030379187,0.7578947368421053,30.64195907275685,At Risk
Ihm Wala,7036.0,40,4.371428571428571,2025-08-20,Lucknow,Uttar Pradesh,0.013272339984316876,12,0.0016285081417283383,0.7030982691767207,0.0028826964298913444,0.9421052631578948,30.63679496114753,At Risk
Royal Indraprastha,6410.0,50,4.361967694566814,2025-08-23,Bengaluru,Karnataka,0.012091486540572936,9,0.0014811041369969995,0.6973674583874043,0.0036218493606327146,0.9578947368421052,30.631652272735714,At Risk
Wow! Kulfi,15991.0,139,4.335094339622641,2025-08-28,Kolkata,West Bengal,0.030164580541388736,4,0.0037371389122860697,0.6810892513343445,0.010200310444230911,0.9842105263157894,30.62827456856429,At Risk
Pyramid Express,32999.0,71,4.328615384615387,2025-08-29,Shimla,Himachal Pradesh,0.062247576342022826,3,0.007742006823580978,0.6771647033456532,0.005174070515189593,0.9894736842105263,30.622839625721888,At Risk
Bowljini Mix Eat Repeat,14131.0,61,4.3475956077243465,2025-08-26,Gangtok,Sikkim,0.02665597446253294,6,0.0032991653519022198,0.68866174204152,0.0044349175844482225,0.9736842105263158,30.617359332273814,At Risk
Bosco Food Hub,3210.0,18,4.341935483870968,2025-08-31,Agartala,Tripura,0.006055175007057585,1,0.0007276012374118805,0.6852331910391358,0.0012565599822603295,1.0,30.611230980315757,At Risk
7th Heaven,26389.0,75,4.330331753554502,2025-08-29,Patna,Bihar,0.04977882033060518,3,0.0061855523966254655,0.6782043729004368,0.00546973168748614,0.9894736842105263,30.597684758733106,At Risk
Oriental Restaurant,36934.75,161,4.311653914067098,2025-08-31,Guwahati,Assam,0.06967176794140814,1,0.008668756522656643,0.6668904993959415,0.011826446891861925,1.0,30.589994180621748,At Risk
Shree Shyam Bakery,7560.0,34,4.4,2025-08-09,Jaipur,Rajasthan,0.014260785997930014,23,0.0017518942415354016,0.7204050636225063,0.002439204671446522,0.8842105263157894,30.57311703492343,At Risk
Street 9,22314.0,147,4.319424460431655,2025-08-31,Chandigarh,Punjab,0.042091954862144225,1,0.005226013547935041,0.6715974130991405,0.010791632788824007,1.0,30.572795590668093,At Risk
Great Indian Khichdi by EatFit,22964.0,112,4.321648287869994,2025-08-31,Bengaluru,Karnataka,0.04331808064238953,1,0.005379068824413268,0.6729444694516786,0.008204597531229211,1.0,30.56758878715147,At Risk
Rolls Nation,2824.0,9,4.4,2025-08-10,Shimla,Himachal Pradesh,0.0053270449283272965,22,0.0006367099501494257,0.7204050636225063,0.0005913223445930963,0.8894736842105263,30.54418359567829,At Risk
Porch Grill Restaurant,32495.0,178,4.3204651162790695,2025-08-27,Kochi,Kerala,0.06129685727549415,5,0.007623330116896321,0.6722277776885406,0.013083006874122255,0.9789473684210527,30.52290035702504,At Risk
Balaji Restaurant,22699.0,174,4.348768472906403,2025-08-19,Ahmedabad,Gujarat,0.04281819859352028,13,0.0053166693655413745,0.6893721908231663,0.012787345701825707,0.9368421052631579,30.518000465984734,At Risk
Homely,34814.0,177,4.3070423368022706,2025-08-31,Bengaluru,Karnataka,0.06567129678993856,1,0.008169384249439412,0.6640970927031784,0.013009091581048118,1.0,30.509869982693893,At Risk
Hola Pasta - Fresh Gourmet Pasta,42107.0,156,4.313617021276595,2025-08-28,Mumbai,Maharashtra,0.07942842804429089,4,0.009886664451525123,0.6680796276491847,0.01145687042649124,0.9842105263157894,30.509098079224266,At Risk
Deep Sweets,18932.0,72,4.325943396226415,2025-08-30,Chandigarh,Punjab,0.03571232811016019,2,0.004429655170936018,0.675546178962322,0.0052479858082637295,0.9947368421052631,30.495899712925006,At Risk
Gurukripa Restaurant - Sarwate,36479.0,170,4.305948427427231,2025-08-31,Indore,Madhya Pradesh,0.06881206513472075,1,0.008561441226879792,0.6634344704388142,0.01249168452952916,1.0,30.4953254528302,At Risk
Firangi Bake,24139.0,70,4.328440366972477,2025-08-28,Hyderabad,Telangana,0.045534538783602196,4,0.005655745670354679,0.677058688542695,0.005100155222115456,0.9842105263157894,30.482098850695238,At Risk
Dubai Hut,25123.0,151,4.315245111929725,2025-08-30,Kochi,Kerala,0.04739070458015817,2,0.005887447811977103,0.6690658237087335,0.011087293961120554,0.9947368421052631,30.47658692401613,At Risk
PizzaExpress,63216.2,148,4.295428096425602,2025-08-30,Mumbai,Maharashtra,0.11924771161406658,2,0.014857240516500808,0.6570619082236755,0.010865548081898144,0.9947368421052631,30.470826250060888,At Risk
The Hungry Beings,4729.0,28,4.360655737704918,2025-08-21,Imphal,Manipur,0.008920536638123153,11,0.0010852796450586915,0.6965727565168343,0.0019957129130017,0.9473684210526316,30.454192350093724,At Risk
Pyramid,27162.0,58,4.323368421052632,2025-08-29,Shimla,Himachal Pradesh,0.051236966835419985,3,0.006367570440806497,0.673986419151074,0.004213171705225811,0.9894736842105263,30.453295668374263,At Risk
The Coconut,21490.0,101,4.328000000000001,2025-08-27,Kochi,Kerala,0.04053760464226402,5,0.005031986551291872,0.6767919416191277,0.007391529307413704,0.9789473684210527,30.442341980984306,At Risk
Tealogy Cafe,8300.0,103,4.327826086956519,2025-08-29,Indore,Madhya Pradesh,0.01565668304005544,3,0.0019261417870644604,0.6766865959138033,0.007539359893561978,0.9894736842105263,30.423167588873177,At Risk
RNR Biryani - Taste of 1953,16892.12,55,4.321342247364361,2025-08-31,Bengaluru,Karnataka,0.031864405869226654,1,0.003949325328809239,0.6727590891473705,0.0039914258260034,1.0,30.420574204093555,At Risk
Sher E Punjab,5624.0,18,4.332997987927565,2025-08-30,Gangtok,Sikkim,0.010608817520153227,2,0.0012960249872864045,0.6798194118587984,0.0012565599822603295,0.9947368421052631,30.418922975953244,At Risk
Chai Sutta Bar,11974.0,114,4.321538461538461,2025-08-30,Patna,Bihar,0.02258712321947275,2,0.002791257303650625,0.6728779434906182,0.008352428117377485,0.9947368421052631,30.412405580264757,At Risk
Taste With Me !,8341.0,57,4.327900287631831,2025-08-30,Agartala,Tripura,0.015734023281578604,2,0.0019357960429653945,0.6767315420680409,0.004139256412151674,0.9947368421052631,30.40953165305551,At Risk
The Chocolate Room,157835.0,339,4.223943661971831,2025-08-31,Ahmedabad,Gujarat,0.2977316346538735,1,0.03713709681502095,0.6137610837629137,0.024983369059058316,1.0,30.397983766669412,At Risk
Crescent International Hotel,44001.0,171,4.298393113342898,2025-08-30,Kohima,Nagaland,0.08300116993319027,2,0.010332643980217063,0.6588579310647322,0.012565599822603296,0.9947368421052631,30.377724108655347,At Risk
Barbeque Nation,50925.0,90,4.301232227488151,2025-08-30,Raipur,Chhattisgarh,0.09606223901383412,2,0.011963035879194365,0.6605776898369329,0.006578461083598196,0.9947368421052631,30.374789773000355,At Risk
Blackfern Restaurant,22148.0,137,4.314864864864864,2025-08-29,Raipur,Chhattisgarh,0.041778821201343116,3,0.005186925585019063,0.6688354936860779,0.010052479858082638,0.9894736842105263,30.368328273250018,At Risk
Spicy Affair,2170.0,18,4.368994413407821,2025-08-17,Guwahati,Assam,0.004093373758665097,15,0.0004827127950467169,0.7016238076387413,0.0012565599822603295,0.9263157894736842,30.356311835346155,At Risk
Dabba & Co.,11461.5,86,4.320408163265305,2025-08-30,New Delhi,Delhi,0.021620370200433184,2,0.0026705791048889462,0.6721932790949605,0.006282799911301648,0.9947368421052631,30.345645956323036,At Risk
Sri Tiffins,3985.0,66,4.336743999599138,2025-08-26,Hyderabad,Telangana,0.007517094206580834,6,0.0009100902209051516,0.6820885127484981,0.004804494049818907,0.9736842105263158,30.33199097755069,At Risk
7th Heaven Cake Shop,8435.0,26,4.32316715542522,2025-08-31,Imphal,Manipur,0.015911339932875617,1,0.0019579301906407077,0.6738645049515819,0.0018478823268534257,1.0,30.33121000271015,At Risk
Quick Crave,12277.0,53,4.352857142857143,2025-08-19,Bengaluru,Karnataka,0.023158686467802482,13,0.002862604609455091,0.6918488527869604,0.003843595239855126,0.9368421052631579,30.3152627254157,At Risk
Golden Dragon,3020.0,15,4.377956989247312,2025-08-13,Kochi,Kerala,0.005696769009755111,19,0.000682862002749014,0.7070527786603007,0.0010348141030379187,0.9052631578947369,30.312225700927108,At Risk
One Bites Sanjauli,9568.0,61,4.328070175438596,2025-08-27,Shimla,Himachal Pradesh,0.018048571485210895,5,0.002224717311025064,0.6768344495353098,0.0044349175844482225,0.9789473684210527,30.27219421439979,At Risk
Madhu's Kitchen,24801.0,186,4.298239436619719,2025-08-31,Kolkata,West Bengal,0.04678330073209818,1,0.00581162658270635,0.6587648432636617,0.013674329218715352,1.0,30.268896945592417,At Risk
Shabal Restaurant,13453.0,73,4.3161237785016295,2025-08-30,Kohima,Nagaland,0.025377030956369374,2,0.0031395169250526224,0.669598065269855,0.0053219011013378665,0.9947368421052631,30.26732907817714,At Risk
Samosa Junction,580.0,11,4.3999999999999995,2025-08-05,Jaipur,Rajasthan,0.0010940814654496571,27,0.00010831604181536084,0.7204050636225059,0.0007391529307413703,0.8631578947368421,30.26284655633104,At Risk
Roti Ghar,457.0,7,4.3999999999999995,2025-08-05,Bhubaneswar,Odisha,0.0008620607408801608,27,7.935327411255784e-05,0.7204050636225059,0.0004434917584448222,0.8631578947368421,30.255774822176996,At Risk
Kaleva,18467.8,113,4.306474820143885,2025-08-31,New Delhi,Delhi,0.03483668566832961,1,0.004320350156564951,0.663753326407885,0.008278512824303348,1.0,30.250984054985214,At Risk
Idly & Dosai Delight,12188.0,50,4.322175732217573,2025-08-28,Srinagar,Jammu and Kashmir,0.02299080155327659,4,0.0028416478100603804,0.6732639624333587,0.0036218493606327146,0.9842105263157894,30.226127035773725,At Risk
The Bewakoof Hotel,20424.0,128,4.30827067669173,2025-08-29,Ranchi,Jharkhand,0.03852675836266172,3,0.00478097589786758,0.6648411446123532,0.009387242220415403,0.9894736842105263,30.21895506079887,At Risk
Bangaliana,23990.0,133,4.299041314768317,2025-08-31,Kolkata,West Bengal,0.045253473027822885,1,0.005620660691592746,0.6592505711737542,0.009756818685786088,1.0,30.197479936592053,At Risk
SRIVARI BHIMMAS,38006.0,180,4.287881040892193,2025-08-31,Bengaluru,Karnataka,0.07169251754462011,1,0.008921003391775567,0.6524903713661083,0.013230837460270529,1.0,30.19616802585968,At Risk
KC'S Kitchen,4000.0,16,4.321739130434781,2025-08-30,Kohima,Nagaland,0.007545389416894188,2,0.0009136222657469569,0.6729994962275279,0.0011087293961120556,0.9947368421052631,30.196072786430584,At Risk
Dip N Bite,17020.13,110,4.304,2025-08-31,Jaipur,Rajasthan,0.032105877194040816,1,0.003979467799489205,0.6622542342846676,0.008056766945080937,1.0,30.187941079421215,At Risk
